,title,author,tags,summary,words,chapters,comment,kudos,bookmarks,hits
4123,Home is the last place I want to be without you,Ace_Teagirl,"['Good Omens - Neil Gaiman & Terry Pratchett', 'Good Omens (TV)']","Crowley ran his hands over his face, sighing wearily. ""Listen, angel. It's obvious you're not having a good time right now, and I really don't see the point in the both of us staying here if you're not enjoying yourself."" He got up and took his leather jacket from the backrest of his chair.Aziraphale's eyes widened, mouth forming silent words as he watched Crowley shrug his jacket on. ""Where are you going?"" he asked at last, when his vocal cords decided to cooperate.""I'm going home. Enjoy your meal."" And with that he was gone.",2247.0,1,14,183,15,1899
4124,"The Angel, The Demon, and The Hol(l)y Spirit",lucky_spike,"['Good Omens - Neil Gaiman & Terry Pratchett', 'Good Omens (TV)']","In the South Downs, Crowley and Aziraphale find their quiet little lives gently menaced by a riding school pony. Holly, the pony, knows exactly what she is doing.",15074.0,6,70,183,48,1052
4125,We have visitors!,Zeckarin,"['Good Omens - Neil Gaiman & Terry Pratchett', 'Good Omens (TV)']","Crowley has been a little depressed lately.But someone can help.February ficlets #5 !""And that's why we can't have nice things""",1364.0,1,29,183,6,1379
4126,Desert Places,apocryphalia,"['Good Omens - Neil Gaiman & Terry Pratchett', 'Good Omens (TV)']","He watched the priest's delicate movements as he expertly broke the resinous seal on one of the jugs and poured two generous helpings of a pungent white wine. The man's fingers brushed against his own as he passed over one of the cups, and Crowley was shocked to feel his heart skip a beat in response. Oh, this particular temptationwouldbe fun.What if it wasn’t on the Garden wall that Crowley and Aziraphale met, but much later? Or: Crowley tempts a priest who turns out to be an angel.",5095.0,1,31,183,13,1718
4127,The Ineffable Apple Tree,sandean_cas,"['Good Omens - Neil Gaiman & Terry Pratchett', 'Good Omens (TV)']","“How dare you have spots!?” he demands, shaking the potted nuisance. It trembles under his grasp; as it should. It’s shamed him in the worst of manners.“I should drop you from the terrace.” He muses, delighting in the way it shivers at his words. He’s probably doing the wretched thing a favour anyway. If it can’t motivate itself into good health, it will just sit among the other healthy plants and suffer; feel shame at it’s rickety appearance and want to die.“Or the shredder if you prefer.” He says, making sure it’s loud enough for all the plants to get the memo.“You things have one job.” He chastises. “And you disappoint me every single time.”Of course, they don’t reply; just sit there, their leaves shaking terribly.Glancing down at the monstrosity in his hands, he’s suddenly enraged.“Grow better!” He shouts, as he tosses it over his shoulder without even a backward glance. The others would stare at its corpse until he feels like cleaning it up and they won’t forget their place and purpose.“Goodness gracious!”Crowley whorls in an instant, wincing as he noticed the figure under the dirt and pebbles.“Aziraphale!”",909.0,1,2,183,11,1440
4128,Queen's Most Ineffable Hits,cyankelpie,"['Good Omens - Neil Gaiman & Terry Pratchett', 'Good Omens (TV)']","To Crowley's delight, his ""bebop"" is starting to grow on Aziraphale. He decides to introduce his angel to as much of Queen's music as he can. It provides an excellent soundtrack for their newfound relationship.",3202.0,1,30,183,19,801
4129,quot estis in convivio,larkthorne,"['Good Omens - Neil Gaiman & Terry Pratchett', 'Good Omens (TV)']","Crossover with Parks and Recreation. At dinner with Leslie and the gang, along with two strange new guests, Ron Swanson makes an unexpected friend.Ron was curious what these new, effete looking men would order though. You could learn a lot about a man from their dinner choices.Anthony ordered a four ounce filet mignon (pathetic), rare (admirable), a glass of red wine (acceptable), and a small salad (lamentable).",1323.0,1,6,183,6,1265
4130,Go to the edge of the cliff and jump off. Build your wings on the way down.,TerusSpicyLasange,"['Good Omens - Neil Gaiman & Terry Pratchett', 'Good Omens (TV)']",Crowley makes a dark discovery while preening Aziraphale.,2642.0,1,4,183,16,2474
4131,"england is mine, it owes me a living",sarahbacou,"['Good Omens - Neil Gaiman & Terry Pratchett', 'Good Omens (TV)']",Crowley has a bit of a problem with drugs and self-worth.Aziraphale decides to teach him a lesson.aka: crowley hates the 14th century and aziraphale has to show him there are always reasons to continue loving and living life.(Chapters to be posted every other week or so; tags will be added as needed),49692.0,13,47,183,37,4518
4132,Ace of Hearts,Lokibabypyth,"['Good Omens - Neil Gaiman & Terry Pratchett', 'Good Omens (TV)']","Aziraphale is asexual, Crowley is (very much) not. After the two properly marry and move in  together, the angel begins to feel guilty.",1309.0,1,9,183,15,1446
4133,For the Improvement of the Communication and Detection of Good Will and Love in the World,Vitreous_Humor,"['Good Omens - Neil Gaiman & Terry Pratchett', 'Good Omens (TV)']",Two angels puzzle over a certain recent miracle performed by the Principality Aziraphale.,1119.0,1,15,183,4,1553
4134,Warlock in Everytown,EmergentOmens (Janus13),"['Good Omens (TV)', 'Good Omens - Neil Gaiman & Terry Pratchett']","There is a shooting at Warlock's school, and the first person he calls is Nanny. Crowley realizes how wrong it might have gone teaching a privileged American boy that he is destined to command the armies of Hell.",2137.0,1,4,183,14,1302
4135,In Three Words,Ira_Dunfort,"['Good Omens - Neil Gaiman & Terry Pratchett', 'Good Omens (TV)']","The one in which an excited Aziraphale and a frustrated Crowley tell the Prince of Hell and the Messenger of God about their wedding.""Angels can't dance."" Gabriel remarked dryly.""Not withthatattitude."" Beelzebub threw a raspberry at him.",2019.0,1,11,183,7,1758
4136,Crowley's nightmare,,"['Good Omens - Neil Gaiman & Terry Pratchett', 'Good Omens (TV)']","Crowley has been having nightmares. Aziraphale has been comforting him.Prompt: Subby, needy, Crowley wetting the bed and needing to be comforted (in more ways than one) by his angel.",1256.0,1,14,183,6,5619
4137,Dreams Come True,,"['Good Omens - Neil Gaiman & Terry Pratchett', 'Good Omens (TV)']",Aziraphale starts to experience age play desires and develops a crush on a certain ex-nanny. Crowley signs up immediately.,3052.0,1,20,183,10,5490
4138,The Great Gig in the Sky,f0rt1ss1m0,"['Good Omens - Neil Gaiman & Terry Pratchett', 'Good Omens (TV)']","""Did you ever meet him?""""I showed him all the kingdoms of the world.""Wherein a man from Galilee will not understand that God has abandoned him, and Crawley struggles with why God abandoned her.",7887.0,1,43,183,48,991
4139,Love Language,Rainbownomja,"['Good Omens - Neil Gaiman & Terry Pratchett', 'Good Omens (TV)']","Aziraphale can name thousands of ways that he knows Crowley loves him. Crowley can name a handful, but they mean more to him than the stars.",787.0,1,7,183,24,1540
4140,Some Quests are Doomed from the Start,themousewitch,"['Good Omens - Neil Gaiman & Terry Pratchett', 'Good Omens (TV)']",Life goes on after the apocalypse. Some things change.Some don't.,2074.0,1,14,183,6,1145
4141,Thou-Shalt-Not-Touch-Electronics Pulsifier,Aezlo,"['Good Omens - Neil Gaiman & Terry Pratchett', 'Good Omens (TV)']","After the Apocalypse-that-wasn't, Anathema and Newt head back to America to settle down and Newt gets some time to actually think about things and figure things out.Or: Newt comes out as transgender, and things all work out for the best.",1823.0,1,13,183,18,735
4142,Redolence,nightbloomingcereus,"['Good Omens - Neil Gaiman & Terry Pratchett', 'Good Omens (TV)']","Crowley had run into Aziraphale at the Royal Opera House sometime in the late 1940s, when the war had ended and the world had gone back to a more tolerable and less combustible state of commonplace temptations and everyday miracles, and the angel had been wearing a single pale gardenia in his buttonhole.Or, how the fragrance of gardenias is everywhere, and threatens to break down six thousand years of repression.",3463.0,3,23,183,21,1148
4143,love's such an old-fashioned word,thewalrus_said,"['Yuri!!! on Ice (Anime)', 'Good Omens - Neil Gaiman & Terry Pratchett', 'Good Omens (TV)']",The only possible solution to being handed the Antichrist and told to kickstart Armageddon is to steal him and raise him with your hereditary enemy. Right?,27020.0,14,160,183,37,2322
4144,【好兆头 CA】青苹果.Green Apple,kujyo,"['Good Omens - Neil Gaiman & Terry Pratchett', 'Good Omens (TV)']",没成熟红透的苹果也挺好吃的。,7606.0,1,2,183,10,6814
4145,"Nobody Wants An English Heatwave, Least Of All Crowley",Guardian_Rose,"['Good Omens (TV)', 'Good Omens - Neil Gaiman & Terry Pratchett']","Now, don’t get him wrong. He loves heat. Snake instincts left over from times as the serpent. But this was pushing it. Over twenty seven degrees in England was torture.Yet, despite all this, Aziraphale is still functioning in a shirt and heavy trousers and that blessed coat. A coat for hell’s sake. Ridiculous bastard.Footsteps come closer and Crowley lazily turns his head over to face the other way, spitting hair out his mouth as he does. He smooths his skirt out a bit just in case whoever comes in isn’t the angel.“Zira!”***This is born entirely of me being sick of living in the country that's meant to be full of rain but is full of awful heat.",684.0,1,27,183,13,1155
4146,A Question of Dresses,Tianasina,"['Good Omens - Neil Gaiman & Terry Pratchett', 'Good Omens (TV)']",Crowley is watching the television when he sees a man who looks like Aziraphale and discovers a kink that he didn't know he had.,2178.0,1,9,183,17,1949
4147,Sloth,Libbyfay,"['Good Omens - Neil Gaiman & Terry Pratchett', 'Good Omens (TV)']","Crowley really doesn't like the 14th century, in fact, he drank and slept through most of it.  Aziraphale is worried about him and goes looking, only to find a demon who isn't depressed... certainly not.  But can either of them sense what the other is really feeling?(This work now has a follow-up story byHolRoseI'll put the link at the end!)",2478.0,1,37,183,19,1075
4148,Under My Skin,Hestia01,"['Good Omens - Neil Gaiman & Terry Pratchett', 'Good Omens (TV)']","With the Apocalypse averted, Crowley and Aziraphale face their greatest challenges yetDisclaimer: I'm a giant geek. Now kiss.",3536.0,1,22,183,11,1395
4149,The Last Remains of Our Innocence Died Screaming,Blue_Velvet_Future,"['Good Omens - Neil Gaiman & Terry Pratchett', 'Good Omens (TV)']","This is not at all how they thought it would go. Their history is long, and their future is uncertain. But really. This wasn’t how they wanted it to go at all. When they thought about it going somewhere that was.",17759.0,2,36,183,37,2038
4150,In Balance,QuickSilverFox3,"['Good Omens - Neil Gaiman & Terry Pratchett', 'Good Omens (TV)']",It burns Crowley even as it heals the blind man.What if performing miracles hurt Crowley (But he did them anyway?),100.0,1,12,183,9,2098
4151,Between Sand and Stars,Dashicra1,"['Good Omens - Neil Gaiman & Terry Pratchett', 'Good Omens (TV)']","Aziraphale has been wounded while defending innocent civilians and summarily sentenced to death via wandering in the desert for his actions, but when he stumbles upon Crowley’s house by chance, his luck changes rapidly.Crowley is a strange and skittish man who lives alone, tucked in amongst a collection of medicinal herbs, broken pottery, and torn blankets.When the reason for Crowley’s caution and odd behaviour is revealed, Aziraphale can think of nothing he’d rather do than try to help him free himself from his tragedy, and the two embark upon a tender romance which will change both of their lives for the better.",12720.0,1,34,182,43,1302
4152,Eclipse,hanap,"['Good Omens - Neil Gaiman & Terry Pratchett', 'Good Omens (TV)']","The people watch as the moon grapples with the darkness, caught in fear that the darkness comes to devour the moon whole.They do not know that what they witness is not conflict, but devotion.[Or: the fearsome dragon of the seas pays a visit to Aziraphale, god of the moon. The dragon goes by many names, but to Aziraphale, he is always just Crowley.]",1431.0,1,67,182,29,1048
4153,Black Mackerel,Phoenix_Soar,"['Good Omens - Neil Gaiman & Terry Pratchett', 'Good Omens (TV)']","Aziraphale, who'd been hoping to break out as a solo ballad singer, didn't expect to debut in an idol pop group. He especially didn't expect to be ""shipped"" with Crowley, one of the rappers and the person most unlike him...OR: The ""Aziraphale and Crowley are in a K-pop style idol group"" crack fic the author never imagined she'd write",1351.0,1,56,182,7,851
